No,Link,Keywords
472,http://www.discoverymuseum.com/,No keyword given
473,http://giraffian.com/,No keyword given
474,http://mathgametime.com/,
475,http://www.colormountain.com/,"coloring pages, sheets, printable, kids, home school, activities, learning, education, art, crayons, paint"
476,http://www.unclemath.com/,"math for kids, math tables, math mixed operations, math mixed tables addition, subtraction, multiplication, division, fraction, decimal, whole number, math pad"
477,http://www.4kids2play.nl/eng/,"flash,spel,nederlands,handleiding,shuffle,puzzle,tic-tac-toe,tangram,memory,preschoolers,kindergartner,kids,kaart,cardwenskaart,
kindergarten,animations,games,on-line coloring,screensavers free,hanoi tower,
scholen,particulier,kind,animatie,spelen,cdrom,software,ontwikkeling"
478,http://akidsheart.com/threer/lvl1/mixshape.htm,"kids, children, Bible, activities, resources, elementary, teachers, parents, preschool, preK, toddlers, learning, lessons, colors, coloring,  children, shapes, worksheets, printables, online, games, art, clipart, early childhood, Christian, daycares, print out, alphabet, letters, cartoons, math, manuscript, spelling, writing, school, Sunday school, word games, rhymes, holidays, cards, greeting cards, ecards, PreMath, curriculum,"
479,http://www.primarygames.com/holidays/presidents/presidents.htm,No keyword given
480,http://www.childrensmuseumineaston.org/,No keyword given
481,http://cmocn.org/,No keyword given
482,http://www.childrensmuseumofmontana.org/,"activies, family, great falls, montana, museum"
483,http://www.visualfractions.com/,"fractions, visual fractions, fraction models, circle models, number line models, games, worksheets, fraction design, fraction progress, fraction maker, rename fractione, fraction operations, add fractions, subtract fractions, multiply fractions, divide fractions"
484,http://www.pasokids.org/,
485,http://capecodchildrensmuseum.org/,No keyword given
486,http://www.randomhousekids.com/brand/little-golden-books/,No keyword given
487,http://www.ibelieveinme.org/,"careers children, career with children, pictures of careers for kids, career children"
488,http://www.kidprintables.com/,"kid printables,free coloring pages,free printables for kids,free bookmarks,free games,puzzles for kids,mazes to print,preschool printables"
489,http://www.akidsheart.com/holidays/eday/earthday.htm,"kids, children,  resources, earth day, conservation, animals, birds, planets, endangered, teachers, students, Kindergarten, early childhood, elementary,Christian, Bible, Preschool, online, games, puzzles, activities, fun, printable, print out, coloring, greeting cards, ecards,  holidays, clip art, clipart, graphics, pictures, angels, worksheets, stories, story, rhymes, toddlers, lessons, study, education, Sunday school, Sabbath, youth, ministry, workers, heart, jigsaw puzzles"
490,http://www.dltk-kids.com/crafts/earth/,"kids, crafts, children, printable templates, nature, reuse, endangered, animals, animal, earth, mother earth, activity sheets"
491,http://www.canteach.ca/elementary/songspoems11.html,"Christmas, songs, poems, sing, song, music, lesson plan, story, poem, education, resource, elementary, kindgergarten, grade, 1, 2, 3, 4, 5, 6, 7"
492,http://www.hello-world.com/English/,"English,games,activities"
493,http://www.bethanyroberts.com/Christmasfun.htm,"kids Christmas fun, Christmas fun for kids, Xmas fun, stories,

 holiday ideas, e-cards, Santa jokes, recipes,

jokes and riddles, cheese ball recipe, ideas for the classroom, , Bethany Roberts, bethany roberts, 

holiday mice, recipes, crafts, books,  poems, poetry, homemade gifts, feeding winter birds, legends,

sing-along Christmas songs, music, gifts kids can make, poetry writing, printable gift tags and cards,

bird feeders, creative writing"
494,http://www.childrensdiscoverymuseum.net/,Home
495,http://www.earobics.com/gamegoo/games/pawpark/pawpark.html,No keyword given
496,http://www.looneytunes.com/,No keyword given
497,http://www.hitentertainment.com/oswald/,No keyword given
498,http://totalbeckham.wordpress.com/,No keyword given
499,http://www.edbydesign.com/kidsact.html,No keyword given
500,http://www.alphabet.learningtogether.net/,"alphabet,word,letters,vocabulary,learning,vocabulaire,jeu du pendu, orthographe,français,exercice,fle,beginning reading,spelling, learning alphabet, teaching alphabet"
501,http://www.naturalchild.org/gallery/,No keyword given
502,http://www.keacoloringbook.com/,No keyword given
503,http://www.eslkidstuff.com/OnlineGamesMain.htm,No keyword given
504,http://nlvm.usu.edu/en/nav/grade_g_2.html,"interactive mathematics, java applets, math, virtual manipulative, mathlet, online math activities, math education, 3 - 5"
505,http://www.learningplanet.com/act/abcorder.asp,No keyword given
506,http://funbrain.com/vocab/index.html,"vocabulary, sight words, words, matching, language"
507,http://www.eduweb.com/insideart/,No keyword given
508,http://www.abcya.com/,No keyword given
509,http://www.akidsheart.com/threer/lvl1/lvl1.htm,"kids, children, Bible, activities, resources, elementary, teachers, parents, daycares, preschool, preK, Pre School, toddlers, learning, lessons, colors, coloring, children, shapes, worksheets, printables, games, art, clipart, early childhood, Christian, daycares, print out, alphabet, letters, math, manuscript, spelling, writing, school, Sunday school, word games, rhymes, holidays,  PreMath, curriculum, programs"
510,http://www.sparkisland.com/,No keyword given
511,http://www.gamequarium.com/junior.html,"online games, preschool games, primary games, alphabet games, time games, money games, counting games, color games, learning fun, education portal"
512,http://cartoonworks.com/xmas_memory.html,No keyword given
513,http://www.nummolt.com/obbl/index.html,"construction, obbl, math, toys, online, cellular, automata, math, cats, balance, elementary, games, tools, simulation, logic, simulator, play, reality, interactive, pre, algebra, apples & oranges, web, Android, Gaussian elimination, fractions, pizza, denominator, common , area, Piaget, obbliq, water, table, division "
514,http://www.edbydesign.com/automath.html,No keyword given
515,http://www.ifyoulovetoread.com/,"boarding school, bording school, boardingschool, childrens classic online, Sara Crewe, a little princess, bordingschool,moving abroad,award winning, American in England, American girl moves to england, American children in England, Americans living abroad, E.Nesbit, Secret Garden, online books, online book, online story, online stories,  on-line books, on-line book, on-line story, on-line stories,etext, e-text, children's book, author visit, laugh out loud, author school visits, author visits to schools, literature, Harry Potter, children, kids, juvenile, middle readers, k-12, grade 4, grade 5, grade 6, grade 7, Libby Koponen, children's books, books for children, literature for children, online stories for children, enesbit, Sibton Park, Sibton Park School, Sibton Park School for Girls,  E.Nesbit, children's books, books for young readers, books for children, juvenile fiction, middle readers, fairy tales, kids, fifth grade, fourth grade, sixth grade, kids books, Oswald Bastable, Tinteractive story,  books for children, fiction for children,funny story, laugh,school, starred review,bluerosegirl, blue rose girls, kids fiction, fiction for kids online, reading, England, children's books about England, living in England, school in England,moving as a child, life in the 1950s, London for children, boarding school for children"
516,http://www.edontheweb.com/,"Ed on the web, eds reading room, children's, reading, kids, skills, develop english skills, reading activities, literacy skills, book, reviews"
517,http://pages.interlog.com/~pbcrowe/dcwebsit/html/cfun.html,"cat bedtime stories, bedtime stories, stories,
                               cat, bedtime,
                               cat drawings, drawings,
                               cat animations, animations,
                               original"
518,http://www.ahajokes.com/kids_jokes.html,"kids jokes,animal jokes,doctor,knock knock,scary,school"
519,http://www.papergingerbreadpatterns.com/,No keyword given
520,http://www.pawsexplore.co.uk/,"internet, search, safety, esafety, children, schools, KS1, KS2, KS3, browsing, online"
521,http://www.starfall.com/n/level-k/index/load.htm?f,No keyword given
522,http://www.thediscoverycenter.org/,No keyword given
523,http://www.angelfire.com/ca3/myfurbys/,"Furby,Furby's My Furby's"
524,http://www.dltk-kids.com/rugrats/,"crafts, children, kids, printable, preschool, kindergarten"
525,http://www.preschoolcoloringbook.com/color/cpnumber.shtml,No keyword given
526,http://entertaining.about.com/od/kidsparties/a/danceparty.htm,No keyword given
527,http://pbskids.org/zoboo/mysteryanimal/animalalphabet/animal_alphabet1.html,No keyword given
528,http://www.cartoonito.co.uk/,
529,http://pbskids.org/games/healthyeating.html,No keyword given
530,http://pbskids.org/lions/games/,No keyword given
531,http://www.alfy.com/,"best online games, most popular flash games, top rated online games, new online games, best internet games, coolest online games, free online games, games, game, action games, board games, car games, cooking games, dressup games, girls games, puzzle games, sports games, online sprots games, Alfy.com"
532,http://kids.sandiegozoo.org/,No keyword given
533,http://www.doofuzzdudesclub.com/,No keyword given
534,http://akidsheart.com/holidays/christms/chmain.html,"kids, children, Christmas, Xmas, games, puzzles, jigsaw, clip art, clipart,homeschool, teachers,resources, activities,students, Kindergarten, early childhood, elementary,Christian, Bible, Preschool,  printable, coloring, colour, greeting cards, ecards,  holidays, angels, worksheets, stories, story, rhymes, toddlers, education, Sunday school, curriculum"
535,http://www.colgate.com/en/us/kids/home,No keyword given
536,http://www.peepandthebigwideworld.com/,No keyword given
537,http://www.ps4k.com/,No keyword given
538,http://www.alphabet-soup.net/han/hanukkah.html,"alphabet, children's site K-4, children's activities, children's links, children's literature, bears, zoo animals, Mother Goose, mother goose, nursery rhymes, preschool, art ideas, art, farm, farm animals, animals, zoo animals, coloring pages, coloring, games, interactive games, wordsearch puzzles, puzzles, parent resources, alphabet, alphabet coloring, alphabet activities, alphabites, cookbook, free cookbook, contests, drawings, literature, poetry, President's Day, Valentine's Day, Easter, St. Patrick's Day, Mother's Day, Father's Day, Memorial Day, Independence Day, Fourth of July, Halloween, Thanksgiving, Christmas, Kindergarten Kafe, craft recipes, children's recipes, teacher resources, recipes, dinosaurs,

safe for kids, safe-surf, safe site, coloring pages, holidays,  teacher links, librarian links, library pages, teacher sites, educational"
539,http://www.wiseacre-gardens.com/buttons/toons.html,No keyword given
540,http://teacher.scholastic.com/max/index.htm,"addition,patterns,geometry,counting,graphing,subtraction,real world math,everyday language,applied math,math applications, money, everyday situations, math, logic, deductive logic, logical thinking, problem solving, rhyming, rhyme, math skills, mathematic"
541,http://munchkinmusic.net/,No keyword given
542,http://www.swlakids.org/,"Children's, Museum"
543,http://www.dogsdontlookbothways.com/,"book, dogs, best dog books, dog blogs, animals, family book, adventure, labrador Retriever, childrens books, indieBRAG medallion,finalist IPNE 2015, books for adults, all ages, injury, dog's perspective, how does a dog see the world, pets"
544,http://www.brobstsystems.com/kids/,"print and learn, math, help, worksheets, printable, free, elementary, kindergarten, K-12, homework help, math for kids, numbers"
545,http://indykids.tripod.com/,No keyword given
546,http://www.lil-fingers.com/coloring/,"Coloring pages, children's activities, colouring pages, crayon, print out, preschool resources"
547,http://pbskids.org/coloring/,No keyword given
548,http://www.rain.org/~philfear/iguanodon.html,No keyword given
549,http://www.rain.org/~philfear/tricera.html,No keyword given
550,http://www.rain.org/~philfear/para.html,No keyword given
551,http://www.janbrett.com/coloring_alphabet/coloring_alphabet_traditional_main.htm,No keyword given
552,http://www.janbrett.com/alphabet/alphabet_main.htm,alphabets
553,http://www.lmshumate.com/coloring_book_pages.htm,"Free Coloring Book Pages,Children's Stories,Slug and Humphrey,Humphry,Wire Haired Terrier,Elephant,Scooter,Artwork for Children,Circus Star,20 Miles a Push"
554,http://www.janbrett.com/father_hedgehog.htm,"Jan Brett, Children's Books"
555,http://www.dltk-kids.com/crafts/presidents.html,"crafts, craft, children, kids, president, President, Lincoln, Washington, lincoln, washington"
556,http://www.freecoloring.org/,"Free coloring pages for kids, printable coloring book pages, free preschool online coloring pages, color pictures online, coloring book pages"
557,http://www.firefighting-equipment.com/kid_fire_safety_coloring_fire_truck_page.html,firefighting equipment firefighter fdny fire truck fire extinguisher firehouse fire department fire hose fire fighting fire fighter gear canvas bag fire equipment rope bag fire fighting equipment fire apparatus tool bag fireman calendar fireman collectible fire hydrant coloring fire page truck coloring fire page safety firefighter equipment fire fighter equipment kid fire safety  fire fighter gear firefighter gear fire gear kid safety child fire safety turnout gear fire fighting gear stop drop and roll firefighter supplies fire fighter supplies Extrication canman fire fighter fireman  firehouse equipment firehouse supply hazmat fireman fire man equipment
558,http://www.abcteach.com/directory/shapebooks-patterns-and-coloring-pages-food-items-1564-2-1,"These  Food Items Patterns and Coloring Pages are great for any classroom. Select and print any these free  Food Items Patterns and Coloring Pages. 
"
559,http://www.crayola.com/kids-playzone/fireworks-spectacular.aspx,No keyword given
560,http://www.coloring-book.info/coloring/coloring_page.php?id=158,"Rugrats, coloring, coloring page, Rugrats pictures, online colouring"
561,http://papertoys.com/christmas-tree.htm,No keyword given
562,http://www.coloringcastle.com/,"coloring pages, free coloring pages, printable coloring pages, free printable coloring pages"
563,http://www.dltk-kids.com/crafts/miscellaneous/fireweek.html,"crafts, children, kids, printables, preschool, kindergarten"
564,http://www.dltk-holidays.com/xmas/,"kids, crafts, children, printables, templates, preschool, kindergarten, Christmas, christmas"
565,http://www.dltk-holidays.com/xmas/felt/,"kids, children, printables, templates, Christmas, nativity, felt board"
566,http://www.ou.edu/oupd/kidsafe/inet.htm,No keyword given
567,http://www.fatlion.com/science/,"science, science experiments, K-12, science home, science books, science kids, science companies, science educators"
568,http://www.icaf.org/,No keyword given
569,http://www.bbc.co.uk/cbbc/games/,No keyword given
570,http://www.childrensmuseumholyoke.org/,No keyword given
571,http://www.ideamuseum.org/,No keyword given
572,http://www.women-scientists-in-history.com/,"history, women, girls, science, scientists, past, historical, woman scientists, biology, kids, past, anthropology, time, careers, physics, college"
573,http://akidsheart.com/misc/clip.htm,"clip art, clipart, graphics, images, pictures, kids, children, teachers, school, Bible, holiday, toons, cartoon, animals, insects, bugs, butterflies, ladybugs"
574,http://www.athropolis.com/games.htm,"athropolis, children, kids, computer games, games, crossword, jigsaw, coloring book, puzzles"
575,http://www.stufun.com/,No keyword given
576,http://www.angelfire.com/ca5/scoobydo/,"Scooby Doo, Scooby-Doo, Pics, Sounds, Character Profiles, Song Lyrics, etc."
577,http://www.superkidsnutrition.com/sckids/,No keyword given
578,http://www.ncagr.gov/cyber/kidswrld/,"kids, plant nutrition, food safety, nutrition, north carolina agriculture,agriculture, game, quiz, agriculture history, north carolina"
579,http://www.cmsckids.org/,No keyword given
580,http://www.cdmgoldencrescent.com/,No keyword given
581,https://www.myschoollunch.co.uk/,"My School Lunch, school lunches, educating, children, parents, teachers, healthy eating, active lifestyle, catering service, local authorities, school meals, catering service, Karen Fewell, Arnold Fewell, healthy food, key stage 1, key stage 2, educational games, National Curriculum, Welsh Curriculum, lesson plans, worksheets, educate, lunchtime menus, primary school"
582,http://www.preschoolcoloringbook.com/color/cpfood.shtml,No keyword given
583,http://aggie-horticulture.tamu.edu/kindergarden/kinder.htm,No keyword given
584,http://www.abcya.com/keyboard.htm,No keyword given
585,http://www.fantastifood.com/,No keyword given
586,http://www.usaring.com/holidays/christ/austin2.htm,No keyword given
587,http://kidshealth.org/en/kids/hodgkins.html,...
588,http://www.cyh.com/HealthTopics/HealthTopicDetailsKids.aspx?p=335&np=285&id=1548,learning; disability; sight; vision; reading; difficulty; difficulties; spelling; dyslexia; learn; read; spell; dyslexic; learning; ;
589,http://www.docyoungmusic.com/,"Music,family,family fun,family music,childrens music,kid’s CD’s,kid’s music,children’s concerts,Doc Young,Brian Young,Brian Scott Young,Salt Lake City,Texas music,Arizona music,Utah music,children,kids,kid entertainment,child entertainment,road trips,good children music,good children music,family concert"
590,http://www.merry-christmas.com/kids-zone/stories,"Santa, Christmas, Xmas, Santa Claus, The Christmas Story, The Story of Christmas, Christmas Poems, Christmas Stories"
591,http://www.lehman.cuny.edu/faculty/jfleitas/bandaides/contkids.html,No keyword given
592,http://www.winsleythesheep.com/,No keyword given
593,http://www.hanukat.com/,No keyword given
594,http://kidshealth.org/en/kids/hives.html,"hives, skin, skin problems, allergies, welts, itching, burning, stinging, urticaria, skin conditions, skin reactions, swelling, histamine, food allergies, antihistamines, corticosteroids, nervousness, stress, chemicals"
595,http://www.cyh.com/HealthTopics/HealthTopicDetailsKids.aspx?p=335&np=307&id=1645,reaction; histamine; antibody; allergen; allergy; itch; hives; skin; rash; pollen; itch; hive; antihistamine; wheeze ;
596,http://kidshealth.org/en/kids/about-diabetes-recipes.html,diabetes recipes
597,http://www.annieshomepage.com/thanksgiving2.html,No keyword given
598,http://457-northumberland.eschools.co.uk/,No keyword given
599,http://www.rhymes.org.uk/remember_remember_the_5th_november.htm,"remember remember the 5th of november, poem,rhyme,5th,remember,the,fifth,november,lyrics,history,origins, quote, video"
600,http://www.storyplace.org/,No keyword given
601,http://www3.telus.net/familystuff/Home.htm,No keyword given
602,http://www.paulcarlisle.net/mooncalendar/,No keyword given
603,http://www.gardenofpraise.com/child.htm,"modern painters, famous paintings, children in the 1800's, child labor laws, Columbian Exposition, Chicago Fair, better reader "
604,http://www.ecofuture.org/pk/pkar9512.html,No keyword given
605,http://www.scrapalbum.com/Agfp1.htm,No keyword given
606,http://www.trollz.com/,No keyword given
607,http://www.kewlcartoons.com/,"薄毛,頭皮ケア,シャンプー"
608,http://www.animalfactguide.com/,No keyword given
609,http://www.dositey.com/2008/language/phonics/phonics1.htm,No keyword given
610,http://www.canteach.ca/elementary/songspoems57.html,"gifts, songs, poems, sing, song, music, lesson plan, story, poem, education, resource, elementary, kindgergarten, grade, 1, 2, 3, 4, 5, 6, 7"
611,http://www.angelfire.com/fl3/mrstgifts/Anstories.html,No keyword given
612,http://www.enchantedlearning.com/Home.html,
613,http://www.turtlediary.com/,"free educational games, kids educational games, online educational games for kids, education games online, educational computer games for kids, educational games for kids online, kids educational videos, interactive educational games, kids learning games, free online learning games, free kids learning games, gudli, cookie games, cookies games"
614,http://pbskids.org/arthur/,No keyword given
615,http://cmendonc2.wix.com/the-storekeepers-new-pet#!stories,"Storekeeper, Story, animal, cmendonc2, human, people, pet, play, variety, website"
616,http://videocat10.tripod.com/stories/index.html,No keyword given
617,http://www.bhg.com/holidays/fathers-day/crafts/,No keyword given
618,http://www.counton.org/magnet/,"maths, count on, games, activities, schools, school, mathematics, math"
619,http://www.bry-backmanor.org/gardenfun/,No keyword given
620,http://kids.mysterynet.com/,No keyword given
621,http://www.infouse.com/planemath/activities/flightpath/flightpathhome.html,No keyword given
622,http://www.perpetualpreschool.com/president.html,"perpetual preschool, preschool themes, early childhood education, preschool curriculum,preschool ideas,preschool activities,preschool lesson plans,preschool workshops ,perpetual preschool workshops,online workshops,the perpetual preschool,daily preschool themes,childcare activities,childcare lesson plans,curriculum,daycare activities,daycare lesson plans,early childhood workshops,free childcare curriculum,free childcare themes,free curriculum,free daycare curriculum,free daycare themes,free homeschool curriculum,free homeschool themes,free preschool curriculum,free preschool themes,highscope lesson plans,homeschool activities,homeschool lesson plans,kindergarten activities,kindergarten curriculum,kindergarten lesson plans,kindergarten themes,preschool curriculum,preschool themes,preschool workshops for teachers,themes,workshops for ece,workshops for preschool teachers"
623,http://www.dltk-kids.com/crafts/space/space.html,"kids, crafts, children, printable templates, space, educational, moon, Neil, Armstrong, science, astronaut, mars, space shuttle, coloring page"
624,http://www.sparky.org/,No keyword given
626,http://www.kinderart.com/seasons/june.shtml#father,No keyword given
627,http://j4tb.com/funsite/,teddy bears humor stories games fun site Vermont
628,http://www.stuartstories.com/,No keyword given
629,http://www.vtaide.com/png/stories.htm,No keyword given
630,http://www.emalecdesign.com/roygilroy.htm,No keyword given
631,http://www.pagebypagebooks.com/Thornton_W_Burgess/The_Adventures_of_Old_Mr_Toad/,"Title: The Adventures of Old Mr. Toad, Author: Thornton W. Burgess, Read, Free, Book, Report, Notes, Bookshop, electronic novels, find, Thornton W. Burgess, The Adventures of Old Mr. Toad, etext, where can I find information about, book, homework, ebook, ebooks, e-book, e-books, elibrary, elibrary, online bookstore, story"
632,http://www.welephant.co.uk/bonfirestory000.htm,"Fire, Safety, kids, children,Brigades, Engines, Fighters, Stations, Welephant, Smoke Alarms, NFSCC, Information, Firework Code, fun, games, extinguishers, childrens, fireworks code"
633,http://www.preksmarties.com/preschoolers/kitchenart.htm,No keyword given
634,http://www.planetnemoprod.com/,No keyword given
635,http://kidshealth.org/en/kids/back-to-school.html,"back to school, first day, teachers, nervous, scared, frightened, shy, friends, new school, students, classroom rules, grades, questions, excited, junior high, high, middle, elementary, what should i wear, i hate school, backpacks, lunch, homework"
636,http://idriso.tripod.com/,No keyword given
637,http://www.planetozkids.com/oban/,"Animals, Myths, Legends, Tales, Fables, Mythology, children, Kids, Playroom, Games, Puzzles, Word Puzzles, Dragon, activities, Activity, adventure, Family, Native American Legends, Stories, brain teasers, families, children games, children sites, education kids, education, educational games, educational, educational game, edutainment, exploration Games, explore, Dragons, family fun, family kids, kids family, fun games, family games, elementary, Learn, Play, Teach, kids games, kids sites, home schooling, kids education, learn, learning games, just for kids, learning, learning games, teachers, teacher resources, Elementary teacher resource, Primary teacher resource, Australia, Aboriginal, Indigenous, Bear, Kangaroo, Koala, Wombat, Eagle, Emu, Platypus, Wolf, Coyote, America, Dreamtime, Lizard, Dingo, Fox, Riddles, Sun, Raven, History, Culture"
638,http://www.meddybemps.com/crocodiles/index.html,No keyword given
639,http://www.ou.edu/oupd/kidsafe/fire.htm,No keyword given
640,http://www.kidsolr.com/earlychildhood/basicskillsa.html,No keyword given
641,http://www.sfskids.org/,No keyword given
642,http://starchild.gsfc.nasa.gov/docs/StarChild/whos_who_level2/einstein.html,No keyword given
643,http://kidshealth.org/en/kids/what-time.html,...
644,http://www.transitpeople.org/lesson/trancovr.shtml,"History of Transportation, Online Lesson, history of cars, history of trains, early transit"
645,http://kidshealth.org/en/kids/adoption.html,...
646,http://www.organdonation.nhs.uk/how_to_become_a_donor/questions/childrens_leaflet/,No keyword given
647,http://www.cyh.com/HealthTopics/HealthTopicDetailsKids.aspx?p=335&np=287&id=1738,stress; rest; relaxation; exercise; meditation; relax; worry; isometrics; sleep;
648,http://kidshealth.org/en/kids/strep-throat.html,"strep throat, strept, strep, streptococci, sore throat, group a, swallowing, fevers, headaches, diseases, bacteria, carriers, arthritis, rheumatic fevers, sneezes, blows noses, swollen tonsils, red spots, white spots, rapid strep tests, cotton swabs, strep screen, throat culture, antibiotics, penicillin, acetaminophen, take care of fever, wash hands, prevention, medicines, neck hurts"
649,http://kidshealth.org/en/kids/nightmares.html,"nightmares, dreams, bad dreams, rapid eye movements, rem, stages of sleep, sleeping, sleep phases, nightmare theories, how can i prevent nightmares?, why do i get nighmares?, dream journals, sleep clinics, brain waves, why can't i sleep?, general pediatrics, psychologists, psychology, behavioral health, stress, anxieties"
650,http://kidshealth.org/en/kids/new-baby.html,"babies, new brothers, new sisters, siblings, sibling preparation, taking care of a baby, mom, dad, parents attention, maternity wards, delivery, what to expect, infants, red faces, i have a new sister, i have a new brother, how can i help my mom?, changing diapers, hide-and-seek, toys, playing with babies, crawling, talking, sleeping, helping mom with the baby, helping dad with the baby, what can babies do?, teething, spit, dirty diapers, coming home from the hospital"
651,http://www.duncanwells.ca/absulum.htm,"christmas songs, stories, holiday season, family, children, parents, music, teachers, santa claus, reindeer, snowflakes, winter, tree, decorations, angels, prayers"
652,http://kidshealth.org/en/kids/breakfast.html,"breakfast, most important meal of day, quick breakfast, too busy for breakfast, breakfast at school, learning, energy, eating, snacks, whole grains, pyramid, most important meal of the day, recipes, cooking, healthy breakfasts, no time for breakfast, cereal"
653,http://kidshealth.org/en/kids/teeth-care.html,"teeth, taking care of teeth, brushing, flossing, going to the dentist, chewing, speaking properly, smile, toothpaste, tooth, plaque, cavity, cavities, dental caries, gums, bacteria, sticky, sugar, gum disease, gingivitis, sticky film, sore, enamel, toothache, hurt, rot, toothbrush, fluoride, tube, brush twice a day, bristles, drink milk, eat fruits and vegetables, germs, limit soda, toothache, why does my mouth hurt, brush for three minutes"
654,http://www.aish.com/h/pur/f/48970006.html,"Aish HaTorah, Torah, Judaism, Bible, God, spirituality, Jewish Holidays, chagim, holidays, calendar, Jewish calendar, Jewish Festivals, Purim, Megillah, Megillas Esther, Megillat Esther, Purim Games, Purim Costumes, Purim Coloring pages, megillat esther, Fast of Esther, Sending gifts of food, money to poor, Purim meal, Haman, Mordechai, Achashverosh , "
655,http://www.akgupta.com/Java/alphabet.htm,"letter,alphabet,digit,java,applet,kid,color,shape,number,kids,nursery,school,teacher,parent,learning"
656,http://www.funbrain.com/match/index.html,"concentration, interactive, memory, fun, game, kids, children"
657,http://www.krash.com.au/,No keyword given
658,http://www.himonkey.net/,No keyword given
659,http://science.hq.nasa.gov/kids/imagers/amelia/index.html,"Education, electromagnetic spectrum, introduction to ems, Heliophysics"
660,http://www.abc.net.au/abcforkids/sites/playschool/,
661,http://the-office.com/bedtime-story/,No keyword given
662,http://www.pmthouseofdance.com/,"break, classes, dance, hip hop, kids, lesson, nyc, performance, private, workshop"
663,http://f_fly.tripod.com/fairies2.html,No keyword given
664,http://www.easy-science-fair-projects.net/,"science fair projects,easy,simple,winning"
665,http://www.robinsfyi.com/holidays/christmas/activities/christmaskidcraft.htm,"Christmas, christmas, xmas, Xmas, crafts, kid, child, art, fun, safe"
666,http://hea-www.harvard.edu/ECT/the_book/index.html,No keyword given
667,http://www.primarygames.com/puzzles/puzzles.php,No keyword given
668,http://tiki.oneworld.net/food/food_home.html,"food, life, guide, people, yummy, yukky, nibble, download, pictures, popups, hamburgers, candy bars, fish, kitchens, industry, eat, bad foods, health, kids, commercials, ads, animals, farming, fashions, hungry, people, business, money"
669,http://www.skillstrainer.co.uk/,"Maths, Skills Trainer, Maths Skills Trainer, Math, Skillstrainer, Mental Maths, Maths Games, Arithmetic, Addition, Subtraction, Multiplication, Division, Sums, Number, Maths Tests"
670,http://www.mathstories.com/strategies.htm,No keyword given
671,http://printactivities.com/Tracing.html,"preschool printables,alphabet printables,alphabet tracing,tracing numbers,printable preschool worksheets,alphabet tracing,name tracing,letter tracing,tracing shapes,learn to print,learn to write,learning letters,capital letters,lowercase letters"
672,http://teacher.scholastic.com/mathhunt/index.asp,"preschool printables,alphabet printables,alphabet tracing,tracing numbers,printable preschool worksheets,alphabet tracing,name tracing,letter tracing,tracing shapes,learn to print,learn to write,learning letters,capital letters,lowercase letters"
673,http://extension.illinois.edu/trees1/,"trees,bark,roots,leaves,kindergarten,first grade,second grade, botany,acorn,University of Illinois"
674,http://www.bagheera.com/inthewild/spot_sprain.htm,No keyword given
675,http://www.fatlion.com/science/sound.html,"science, science experiments, K-12, science home, science books, science kids, science companies, science educators"
676,http://www.vtaide.com/png/legs.htm,"Math, mathematics, parenting, children, Primary 4, education, tutorial,"
677,http://www.harcourtschool.com/activity/art/g1u5.html,No keyword given
678,http://cybersleuth-kids.com/sleuth/Math/Math_Worksheets/Units_of_Measurement/,"Units of Measurement
"
679,http://www.nykids.org/,No keyword given
680,http://www.coloringpagesonline.net/,No keyword given
681,http://www.meddybemps.com/SpatialConcepts/,No keyword given
682,http://www.humormatters.com/kidsjoke.htm,"Steven M. Sultanoff, humor, therapeutic, health and wellness, healing therapy, humor therapy, laughter, jokes, wit, mirth, jest"
683,http://kids.aol.com/videos/movie-trailers-and-clips/,No keyword given
684,http://www.professorgarfield.org/,No keyword given
685,http://www.fablevision.com/place/index.html,No keyword given
686,http://www.childrensmuseumatlanta.org/,No keyword given
687,http://www.brainpop.com/health/nutrition/,"arts, music, english, health, math, science, social studies, technology, animation, education, quizzes, state standards "
688,http://www.smileofachildtv.org/,No keyword given
689,http://funnyrhymes.blogspot.com/,"funny rimes, funny nursery rhymes, funny rhymes, funny rymes, funny rhimes, funny rhymes for children, funny rhymes for kids, little rhymes, funny child, funny children, nersery rhymes, nursery rhimes, nursery rhyms, nursery rymes, nursey rhymes, nursry rhymes, nursury rhymes, nusery rhymes"
690,http://www.andersenfairytales.com/en/main,"Andersen Fairy Tales, Fairy Tales, Folktales, Fables, Hans Christian Andersen, Tall Tales curriculum, Folktales curriculum, Fairy Tales curriculum, stories, legends, American fiction, American tall tales"
691,http://amandabernett.weebly.com/webquest.html,No keyword given
692,http://www.meddybemps.com/9.421.html,No keyword given
693,http://starchild.gsfc.nasa.gov/docs/StarChild/universe_level1/black_holes.html,No keyword given
694,http://kidshealth.org/en/kids/going-to-therapist.html,"psychologists, psychiatrists, therapists, counselors, therapy, sessions, minds, brains, mental, mental illnesses, sadness, anxiety, abuses, eating disorders, divorces, stress, feelings, troubles"
695,http://kidshealth.org/en/kids/family-friend-died.html,"death, die, dead, passed away, families, funerals, memorial services, cremation, grieving, grief, crying, someone in my friend's family died, dying, cancer, sad, angry, loss, healing, coping styles, anger, loved ones, remembering, memories, memory, sadness, loneliness, feeling sad, psychiatrists, psychologists, therapy, cope, friends, siblings, someone i know died, accidents, heaven, angels"
696,http://www.eeyorespatch.co.uk/,No keyword given
